Customer_ID,Age,Gender,Membership_Type,Credit_Card_Open_Date,Credit_Card_Closed_Date,Credit_Card_Limit,Credit_Card_APR
60009,43,Male,Prime,2024-11-08,2025-07-17,201000,33.47
24529,56,Male,Prime,2024-11-17,,263000,32.01
88285,33,Male,Non-Prime,,,,
80288,48,Female,Prime,2023-12-19,,223000,31.14
11182,35,Female,Prime,,,,
26672,18,Male,Non-Prime,2023-05-09,,239000,31.26
14864,27,Female,Prime,2024-12-01,2026-05-28,184000,34
29903,58,Female,Prime,2024-12-30,,213000,34.96
21761,19,Male,Prime,2021-10-27,2024-04-27,230000,29.7
86711,32,Male,Prime,2024-07-10,,170000,31.32
18564,47,Female,Non-Prime,2025-05-09,,283000,28.57
79226,29,Male,Prime,2025-06-08,,127000,28.99
76664,58,Male,Non-Prime,2022-08-03,,234000,34.5
48571,48,Female,Prime,,,,
42182,44,Male,Prime,,,,
45209,28,Male,Non-Prime,2026-04-09,,123000,32.7
17494,48,Female,Prime,2023-04-28,,119000,31.92
24146,36,Male,Prime,2026-05-06,,167000,30.02
54161,56,Male,Non-Prime,2025-04-25,,175000,29.59
62412,58,Male,Prime,2025-02-19,2025-09-08,143000,32.13
49525,34,Male,Prime,2021-12-23,2024-06-22,217000,29.32
53480,57,Female,Prime,2025-01-15,,189000,28.97
17360,44,Male,Prime,2023-12-12,,107000,30.23
69539,45,Male,Non-Prime,2025-01-08,,164000,34.03
87233,37,Male,Non-Prime,2025-03-03,,262000,28.26
42631,55,Male,Non-Prime,2023-06-26,,238000,33.83
47354,47,Male,Non-Prime,2025-12-02,,245000,32.35
64815,44,Male,Prime,2024-03-19,2024-07-16,240000,28.28
34301,31,Female,Non-Prime,,,,
92593,39,Male,Non-Prime,2023-07-23,,120000,30.98
65141,39,Male,Prime,2023-02-14,,154000,33.89
95713,31,Female,Prime,2025-05-15,,266000,34.35
87951,43,Male,Non-Prime,2021-12-04,2025-12-21,296000,30.01
53268,45,Male,Prime,2024-12-16,,199000,33.49
70575,36,Male,Non-Prime,2023-02-16,,102000,30.17
68756,33,Male,Prime,2024-12-28,,128000,30.07
53510,20,Male,Non-Prime,2021-12-07,,164000,29.35
11185,24,Female,Prime,,,,
65298,22,Male,Non-Prime,2022-05-13,2024-05-08,115000,29.83
59231,34,Male,Non-Prime,2024-08-10,,289000,31.25
70250,52,Male,Prime,2021-11-17,,173000,33.68
46267,32,Male,Prime,2023-03-25,,283000,33.54
25294,42,Male,Prime,,,,
63994,45,Male,Prime,2022-08-10,,251000,29.13
88418,51,Female,Prime,2022-10-31,,221000,32.11
96828,38,Male,Prime,2026-03-10,,225000,34.4
24918,46,Male,Non-Prime,2026-01-17,,228000,28.29
43650,35,Female,Prime,2026-04-16,,226000,33.56
14380,19,Male,Prime,2023-03-02,,211000,29.72
16208,37,Male,Non-Prime,2023-01-08,,297000,32.69
93187,38,Male,Non-Prime,2024-05-18,,246000,33.02
66823,48,Female,Prime,2024-01-03,,255000,34.48
69775,24,Female,Prime,2022-08-09,,274000,31.56
22794,40,Male,Prime,2022-02-08,,143000,33.94
49445,30,Male,Non-Prime,2024-08-16,,117000,28.32
94437,43,Male,Non-Prime,2026-03-23,,197000,30.94
92224,39,Male,Non-Prime,2022-04-22,,203000,31.08
59495,44,Male,Non-Prime,2022-06-16,,266000,31.77
72693,30,Male,Non-Prime,2025-09-09,,189000,31.37
83559,27,Female,Prime,2025-04-26,2026-05-31,214000,34.78
93584,44,Male,Prime,,,,
36147,38,Male,Non-Prime,2022-03-08,,108000,29.86
80232,40,Female,Prime,2024-04-10,,223000,34.78
68569,60,Male,Prime,2024-08-03,,266000,31.12
39841,23,Male,Prime,2025-04-24,,132000,32
48959,33,Male,Prime,2021-09-03,2022-01-04,219000,28.57
16113,24,Female,Prime,2025-11-30,,219000,29.99
47768,43,Male,Prime,2024-11-27,2025-11-30,133000,28.28
25478,20,Male,Non-Prime,,,,
20598,40,Male,Non-Prime,2021-09-19,,296000,32.43
12062,32,Male,Non-Prime,,,,
10441,31,Female,Prime,2025-11-14,,145000,34.09
94043,39,Male,Prime,2022-12-22,,134000,29.76
38366,35,Female,Prime,2024-04-15,,234000,30.33
70913,51,Male,Prime,2024-09-23,,222000,31.99
52969,33,Male,Prime,2022-07-23,,229000,28.59
26853,33,Male,Prime,2024-12-20,,118000,33.65
42841,19,Male,Prime,2023-03-21,,279000,31.38
27485,18,Male,Non-Prime,2026-04-07,,178000,34.76
79094,19,Male,Prime,2022-03-15,,163000,28.82
53498,44,Male,Prime,2025-12-05,,192000,28.93
96660,40,Male,Prime,2022-01-20,2025-07-19,178000,30.44
60441,54,Male,Prime,2025-04-08,,273000,29.45
31581,44,Male,Prime,,,,
75379,38,Male,Prime,2026-04-03,,161000,34.63
61557,27,Male,Non-Prime,2021-10-17,,273000,28.63
73729,58,Male,Non-Prime,2026-03-27,,256000,29.7
31353,38,Male,Prime,,,,
48706,40,Male,Non-Prime,2021-09-16,,149000,31.56
90305,25,Male,Prime,2022-12-13,,215000,31.16
67101,27,Male,Non-Prime,2024-09-06,2026-02-24,155000,33.09
34418,39,Male,Non-Prime,2025-05-11,,265000,33.13
52914,32,Male,Non-Prime,2022-11-04,2025-05-20,101000,32.01
47017,37,Male,Non-Prime,2024-09-12,2025-07-11,213000,32.14
30788,59,Male,Non-Prime,2023-09-24,,168000,33.9
22956,38,Male,Prime,2022-06-12,,165000,30.78
34602,23,Male,Prime,2022-04-10,,229000,28.09
87528,47,Male,Prime,2025-08-08,,270000,29.49
54819,58,Male,Prime,2023-09-01,2024-03-08,222000,28.25
80146,56,Male,Prime,2026-02-04,2026-07-16,271000,30.75
11041,52,Male,Prime,2022-09-02,,153000,30.5
17759,37,Male,Non-Prime,2023-08-09,2025-12-08,204000,28.69
76881,37,Male,Non-Prime,2022-11-14,2024-02-16,190000,33.29
63267,18,Male,Non-Prime,2025-02-15,,102000,31.87
37715,54,Male,Prime,2022-08-29,,211000,29.58
29247,55,Male,Prime,2023-12-20,2026-05-14,232000,33.31
76524,22,Male,Non-Prime,2026-04-04,,218000,32.68
53177,42,Male,Non-Prime,2022-07-26,2024-02-02,247000,29.34
59226,43,Male,Prime,,,,
66244,37,Male,Non-Prime,,,,
85091,30,Male,Prime,2025-06-12,2025-11-27,123000,33.4
18355,40,Male,Non-Prime,2023-06-09,2024-03-18,219000,34.78
92712,21,Male,Prime,2023-08-21,2023-10-17,155000,33.08
20758,45,Male,Non-Prime,2023-11-12,,116000,32.66
36735,37,Female,Non-Prime,2025-10-15,,186000,34.32
27501,41,Female,Prime,,,,
41638,44,Male,Prime,2025-10-02,,166000,29.94
50845,49,Female,Non-Prime,2022-04-16,,244000,32.49
62323,47,Male,Prime,2024-06-07,2024-12-17,229000,34.17
73617,45,Male,Prime,2023-09-15,,167000,32.32
20618,41,Female,Prime,2024-11-19,,251000,34.84
56633,57,Male,Non-Prime,2023-06-10,,230000,29.56
72371,21,Male,Prime,2022-06-23,,227000,33.78
84514,36,Male,Non-Prime,,,,
16039,52,Male,Prime,2023-04-09,,102000,30.99
78397,60,Female,Prime,2025-11-12,2026-02-18,239000,34.73
48395,38,Male,Prime,2023-04-20,,175000,29.42
45760,34,Female,Prime,2024-09-12,,289000,34.67
31842,36,Male,Prime,2025-01-09,2025-06-19,264000,34.32
18790,57,Male,Non-Prime,2022-02-22,,218000,28.46
36236,36,Male,Non-Prime,2026-06-09,2026-07-01,150000,31.65
66626,24,Male,Prime,2024-05-31,2026-06-29,141000,31.7
93574,57,Female,Non-Prime,2022-11-19,,168000,28.4
64026,41,Female,Prime,2023-07-03,,195000,28.28
36213,46,Male,Non-Prime,2022-09-01,,159000,28.04
73473,32,Female,Prime,2024-03-28,,203000,31.67
66452,28,Female,Prime,2022-05-24,,133000,31.25
27604,47,Male,Non-Prime,2024-10-05,2025-10-23,296000,34.58
57985,35,Male,Prime,2023-11-28,,122000,30.4
54593,32,Male,Non-Prime,2024-03-12,,286000,32.61
75743,34,Female,Prime,2024-06-29,,283000,28.05
83053,45,Male,Non-Prime,,,,
46360,38,Male,Non-Prime,2023-05-01,,245000,34.39
40998,48,Male,Prime,2026-06-25,,187000,30.48
81384,52,Male,Non-Prime,2025-11-21,,226000,30.2
70534,27,Male,Prime,,,,
22033,35,Female,Prime,2026-02-13,,160000,30.3
26580,42,Male,Non-Prime,2024-03-13,,216000,30.82
78747,34,Male,Prime,2022-04-21,,200000,29.91
40536,49,Female,Prime,2026-05-15,,216000,30.41
43868,36,Male,Non-Prime,2024-03-05,2025-12-19,157000,32.76
49048,50,Male,Prime,2023-06-04,,173000,34.46
70026,56,Female,Non-Prime,2023-06-20,,117000,32.08
64256,18,Male,Non-Prime,2023-06-30,,110000,28.07
81897,41,Male,Non-Prime,2026-03-16,,151000,29.85
69573,46,Male,Prime,,,,
86426,46,Male,Prime,2023-10-12,,121000,34.37
92826,33,Male,Prime,2024-03-05,,263000,28.81
24902,58,Male,Prime,2026-05-10,,108000,34.36
94980,36,Female,Prime,2025-06-22,,232000,34.75
80315,42,Male,Prime,2023-01-22,,155000,30.27
79985,51,Male,Prime,2026-01-29,,274000,32.91
64709,39,Male,Non-Prime,2022-05-19,,197000,31.92
68213,56,Male,Non-Prime,2025-08-02,,161000,30.36
97269,32,Male,Non-Prime,2022-07-08,,204000,29.07
95505,60,Male,Non-Prime,2023-08-19,2026-01-30,176000,30.57
25321,36,Male,Prime,2025-06-10,,213000,34.49
85359,46,Male,Prime,,,,
39613,25,Male,Prime,2025-08-29,,299000,30.31
56425,30,Male,Prime,2025-12-04,,185000,31.83
26400,44,Male,Prime,,,,
85256,60,Male,Non-Prime,2022-04-14,,242000,31.26
25578,38,Male,Prime,2024-05-02,,173000,33.33
87743,54,Female,Prime,2023-05-05,2024-06-06,267000,31.8
55899,41,Female,Non-Prime,2024-02-05,,191000,29.27
63067,59,Female,Non-Prime,2023-08-02,2024-04-07,244000,29.88
22325,54,Male,Prime,2026-05-21,2026-07-05,121000,31.97
49403,56,Male,Prime,2023-07-26,2025-09-08,269000,32.85
17192,34,Male,Non-Prime,2022-09-24,,247000,31.56
24278,34,Female,Prime,2022-05-29,2025-07-15,142000,32.34
11574,40,Male,Prime,2022-11-26,,129000,33.53
34572,31,Male,Non-Prime,2026-07-08,,163000,31.82
19071,23,Male,Prime,2025-06-26,,295000,34.84
22387,31,Female,Prime,2025-06-04,,151000,29.65
26063,51,Male,Prime,2024-05-27,,191000,34.44
13616,28,Female,Prime,2026-03-27,,106000,29.73
15496,20,Male,Prime,2021-10-27,,179000,31.72
95645,29,Male,Non-Prime,,,,
40334,45,Male,Non-Prime,2026-01-02,,291000,30.61
28846,28,Male,Non-Prime,2023-10-31,,203000,34.74
42243,44,Male,Non-Prime,2022-06-18,,264000,29.91
56801,36,Male,Prime,2023-03-18,,209000,32.72
75173,25,Male,Non-Prime,2021-12-02,,108000,33.63
43858,24,Female,Non-Prime,2023-07-19,2026-04-06,163000,29.38
95661,51,Male,Non-Prime,,,,
31174,24,Male,Non-Prime,2026-02-12,,290000,31.83
27012,59,Male,Prime,2026-07-30,,272000,34.4
13999,39,Male,Prime,2021-09-01,2023-01-10,146000,32.65
65257,35,Male,Prime,2025-07-08,,144000,32.55
80688,19,Male,Prime,2024-12-01,2026-05-30,140000,30.42
37477,55,Male,Prime,2024-01-02,2024-08-12,284000,33.39
58234,56,Female,Prime,2024-01-10,,271000,28.21
75467,42,Male,Non-Prime,2024-06-25,,255000,31.89
58885,33,Male,Prime,2023-03-07,,179000,28.22
32994,25,Male,Non-Prime,2021-12-27,,201000,30.15
39457,33,Male,Non-Prime,2022-06-16,,193000,28.67
57410,57,Female,Non-Prime,2022-09-28,,151000,34.38
21404,45,Male,Non-Prime,,,,
13337,50,Male,Prime,2022-11-25,,106000,32.68
38580,57,Male,Prime,2025-05-12,,126000,33.96
28465,22,Female,Non-Prime,2024-04-05,,277000,33.13
26730,52,Female,Prime,2024-11-14,,250000,28.87
58064,44,Male,Prime,2026-01-23,2026-05-10,185000,32.32
79133,59,Male,Prime,2024-09-06,,203000,34.85
20299,45,Male,Prime,2023-12-08,,174000,29.5
27080,30,Male,Non-Prime,2024-05-31,,248000,32.34
68006,38,Male,Prime,2023-08-18,,257000,31.95
16211,37,Male,Prime,2023-05-08,2026-03-29,253000,30.74
50866,40,Male,Prime,2025-10-15,,245000,34.68
63635,37,Male,Non-Prime,2022-08-19,,141000,30.49
51652,53,Male,Non-Prime,,,,
86431,44,Male,Prime,2026-07-28,,194000,34.74
47532,54,Male,Prime,2023-11-03,,166000,33.1
28732,51,Female,Prime,2025-10-17,,251000,30.4
90569,54,Male,Prime,2024-06-16,2026-05-28,166000,29.96
66166,28,Female,Non-Prime,2023-01-25,,128000,34.5
65303,22,Female,Prime,2026-04-23,,180000,29.91
46453,44,Male,Non-Prime,2024-08-26,,296000,31.76
38895,56,Male,Prime,2024-03-10,2024-04-04,145000,29.5
64347,36,Male,Prime,2024-04-26,,222000,34.97
93059,50,Male,Non-Prime,2025-05-18,,187000,33.39
85522,22,Male,Prime,2023-08-22,,114000,31.97
98909,46,Male,Non-Prime,2021-09-20,,198000,33.22
53999,55,Female,Prime,2025-01-07,2025-03-28,240000,34.41
40362,34,Female,Non-Prime,2025-11-15,,203000,34.74
83244,40,Male,Non-Prime,2024-07-11,,274000,33.5
45434,38,Female,Non-Prime,2024-08-06,2026-07-27,158000,33.94
57237,41,Female,Prime,2025-10-03,,117000,30.78
78753,57,Female,Non-Prime,,,,
55867,44,Male,Prime,2025-02-01,,176000,33.66
62792,18,Male,Non-Prime,2024-10-05,,215000,33.32
81264,41,Male,Prime,2025-05-02,,258000,34.31
83514,34,Male,Prime,2023-02-15,,165000,28.93
97123,36,Male,Non-Prime,2021-12-04,,243000,32.84
15005,43,Male,Non-Prime,2023-08-04,,127000,32.53
94771,37,Female,Non-Prime,,,,
31372,21,Male,Prime,2023-11-11,,129000,28.17
43657,54,Male,Prime,2023-07-03,,262000,33.78
36694,39,Male,Prime,2024-02-13,,145000,30.28
86493,42,Male,Prime,2022-09-11,,243000,32.81
78976,33,Male,Prime,2024-10-14,,289000,32.32
82060,31,Female,Non-Prime,2022-01-02,,206000,31.08
35284,45,Male,Prime,2024-01-25,,208000,33.22
17225,21,Male,Prime,,,,
15992,44,Female,Non-Prime,2022-05-23,,165000,30.26
71552,57,Male,Non-Prime,2023-05-04,,195000,33.24
35415,34,Female,Non-Prime,,,,
81321,37,Male,Non-Prime,2023-03-24,2023-07-25,297000,33.92
91240,18,Male,Prime,2024-03-24,2024-07-09,288000,31.06
71033,53,Female,Prime,2024-08-29,,272000,31.14
17795,36,Male,Prime,2023-04-11,2025-04-01,278000,33.4
39142,43,Male,Prime,2023-10-04,2025-11-22,194000,31.47
52746,30,Male,Non-Prime,2025-11-22,2026-02-07,231000,29.87
71960,40,Male,Non-Prime,2023-04-17,,279000,34.97
81290,28,Male,Non-Prime,2023-08-05,,179000,32.34
62048,23,Male,Prime,2022-09-17,,292000,32.52
99079,60,Male,Prime,2022-01-20,,183000,32.53
20592,26,Male,Prime,,,,
83830,30,Male,Prime,2022-06-17,,242000,29.29
53474,48,Male,Non-Prime,2021-10-16,,290000,28.41
12240,40,Male,Prime,2025-01-25,,149000,30.71
50293,27,Male,Non-Prime,,,,
28023,53,Female,Prime,2022-12-20,2026-02-17,204000,30
63743,35,Female,Non-Prime,2024-11-25,2025-03-07,154000,32.82
97387,57,Male,Prime,,,,
35867,27,Male,Prime,,,,
70460,57,Male,Non-Prime,,,,
92660,46,Male,Prime,2026-03-02,,165000,29.5
49127,30,Male,Non-Prime,,,,
43393,21,Male,Prime,2024-10-06,2025-11-23,223000,33.65
31572,28,Female,Non-Prime,2024-01-28,,181000,33.41
52090,45,Male,Non-Prime,2023-12-21,,140000,33.7
37989,30,Male,Non-Prime,2022-09-09,,292000,30.26
82509,40,Female,Prime,,,,
61393,37,Male,Prime,2023-09-13,,247000,33.01
20717,35,Female,Prime,2022-04-10,,182000,28.46
80159,54,Male,Prime,,,,
60916,31,Male,Prime,2025-05-20,,181000,32.65
81452,44,Male,Prime,2021-10-04,,182000,29.18
62990,36,Female,Prime,2023-09-13,,209000,34.31
81449,35,Female,Prime,,,,
59247,32,Male,Non-Prime,2023-07-23,,199000,28.57
67412,19,Male,Prime,2024-12-03,2026-07-25,127000,34.39
33193,35,Female,Non-Prime,2022-07-10,,199000,30.83
88208,33,Male,Prime,2024-09-19,2026-06-15,134000,31.17
66429,43,Male,Prime,,,,
38619,45,Male,Prime,2025-06-26,,287000,32.51
68515,49,Female,Non-Prime,2023-05-19,,221000,31.06
18140,53,Female,Prime,2026-05-31,2026-07-26,232000,29.82
98534,44,Female,Prime,2024-11-01,2025-12-08,180000,31.62
45635,49,Male,Prime,2025-01-09,,282000,32.05
86462,34,Male,Non-Prime,2021-12-29,,228000,32.42
30665,35,Male,Prime,2024-01-19,,254000,32.24
96181,39,Male,Prime,2025-10-02,,174000,32.32
97835,56,Female,Non-Prime,2026-01-10,,292000,31.33
82508,30,Male,Prime,2026-06-03,,264000,31.93
88330,52,Male,Prime,,,,
91036,37,Male,Prime,2026-03-30,,134000,29.11
10590,40,Male,Prime,2023-11-01,2024-05-10,154000,32.25
93530,18,Male,Prime,,,,
42060,49,Female,Prime,,,,
66103,30,Male,Non-Prime,2024-04-25,,271000,29.73
76244,44,Male,Prime,2023-07-09,,106000,29.36
52716,32,Male,Non-Prime,2025-08-15,,115000,30.62
44664,42,Male,Prime,,,,
91599,31,Male,Non-Prime,2025-02-16,,140000,28.82
73624,31,Female,Prime,2025-07-19,,146000,29.73
51859,38,Male,Non-Prime,2024-05-14,,260000,28.03
12550,53,Female,Non-Prime,2024-07-14,,213000,30.46
85288,23,Male,Prime,,,,
49466,30,Male,Non-Prime,2024-11-16,,186000,29.86
31806,35,Female,Prime,,,,
84109,45,Female,Prime,,,,
38011,44,Male,Non-Prime,,,,
83768,25,Male,Prime,2024-03-06,2025-04-29,240000,31.49
16547,56,Male,Non-Prime,,,,
77149,51,Male,Prime,2025-11-17,,246000,29.34
85773,50,Male,Non-Prime,2025-02-17,,100000,30.01
75356,52,Male,Non-Prime,,,,
23352,19,Male,Prime,2026-03-29,,263000,33.58
19150,59,Male,Prime,2024-11-18,,281000,30.11
72631,36,Male,Prime,2021-09-16,,103000,29.54
46791,38,Male,Non-Prime,2026-04-28,,287000,33.63
11175,45,Male,Prime,2023-07-19,,262000,28.27
19234,55,Male,Prime,2022-01-05,,267000,29.99
99854,29,Male,Prime,2023-05-02,,119000,29.84
13548,23,Male,Prime,2022-07-11,,248000,29.84
76469,30,Male,Prime,2023-04-05,,292000,28.08
12824,24,Male,Non-Prime,2024-01-09,,236000,34.54
38954,24,Female,Prime,2022-04-10,,214000,34.05
19237,34,Female,Prime,2023-03-20,2024-05-16,289000,30.9
89820,39,Male,Prime,2023-12-15,,189000,31.12
73777,59,Male,Prime,2023-03-16,,220000,31.67
98431,50,Female,Prime,,,,
32751,29,Male,Prime,2023-10-31,,287000,33.45
97751,21,Male,Prime,2023-12-17,,115000,31.42
62061,42,Male,Non-Prime,2023-04-18,2026-01-30,200000,29.32
46831,42,Male,Prime,2022-11-08,,237000,28.82
88443,36,Male,Non-Prime,2025-10-09,,258000,34.43
56396,50,Male,Prime,2024-12-29,,217000,28.34
63613,20,Male,Non-Prime,2026-01-13,,282000,34.28
76913,54,Male,Prime,2022-10-26,,288000,32.83
53863,35,Female,Prime,2024-11-17,,113000,30.83
89445,32,Male,Non-Prime,2022-03-08,,180000,29.31
40710,58,Female,Prime,2023-07-20,2025-02-04,105000,30.17
88996,49,Female,Non-Prime,2025-07-23,,166000,31.71
93075,53,Male,Non-Prime,,,,
31109,39,Male,Prime,2025-06-17,2026-03-29,282000,32.84
26735,45,Male,Prime,2022-05-05,,269000,31.13
59194,54,Male,Non-Prime,2022-08-03,,125000,30.62
47181,60,Female,Prime,2021-10-06,,119000,33.38
56780,40,Male,Prime,2024-01-11,,218000,34.48
37409,50,Male,Non-Prime,2024-10-19,,206000,34.4
85722,56,Male,Prime,,,,
99913,48,Female,Prime,2024-11-14,,280000,28.55
51681,35,Female,Prime,2024-12-09,,285000,28.51
95558,38,Male,Prime,2021-12-23,2023-01-14,181000,30.82
73414,39,Male,Prime,2025-07-07,,278000,33.13
94490,52,Male,Non-Prime,2023-06-04,,177000,31.48
83420,36,Male,Prime,2021-09-02,,247000,32.39
78558,42,Male,Non-Prime,2025-03-15,,195000,33.9
97742,32,Male,Non-Prime,2021-11-22,,125000,28.28
76749,55,Male,Prime,2026-02-08,,286000,34.47
68076,46,Male,Non-Prime,2023-07-26,2024-02-07,191000,30.32
43806,59,Male,Prime,2025-12-28,,247000,28.33
65247,39,Female,Prime,2025-07-12,,173000,33.85
48207,34,Male,Prime,2026-01-21,2026-03-12,104000,34.54
63402,35,Male,Prime,2026-07-25,,120000,33.38
56329,53,Male,Prime,2022-05-12,,199000,33.63
14420,22,Female,Non-Prime,2023-10-20,,238000,34.1
81654,38,Male,Prime,2026-07-28,,167000,31.66
21713,42,Male,Non-Prime,2024-12-30,,239000,32.76
10179,33,Male,Prime,2026-04-03,,240000,30.01
69598,46,Male,Prime,2023-06-04,,241000,29.75
80637,33,Male,Non-Prime,,,,
45955,22,Female,Non-Prime,,,,
29548,45,Male,Non-Prime,2022-01-10,,198000,30.78
91210,24,Female,Non-Prime,2023-05-20,,190000,30.8
94242,33,Male,Non-Prime,2023-04-10,,140000,34.68
45439,41,Female,Prime,,,,
61834,27,Female,Prime,2021-09-04,,108000,34.9
71502,34,Female,Non-Prime,2025-04-06,,227000,34.04
74692,31,Male,Prime,2022-01-25,,150000,32.48
81623,57,Female,Non-Prime,,,,
57841,48,Female,Non-Prime,2025-07-10,,254000,30.07
57320,19,Male,Prime,2022-08-23,,165000,30.92
42159,36,Male,Prime,2025-04-07,,148000,32.57
88031,34,Female,Prime,2024-03-14,2025-04-13,134000,30.77
52358,19,Male,Non-Prime,2025-08-03,,255000,33.79
18898,46,Male,Prime,2021-12-23,2026-02-17,126000,32.64
74834,42,Male,Prime,2022-11-29,,191000,30.43
85818,57,Female,Prime,2022-05-08,,201000,33.49
89354,35,Female,Prime,2024-08-15,,237000,30.12
83542,52,Male,Non-Prime,2026-06-29,2026-07-25,227000,28.44
30920,27,Male,Non-Prime,2022-01-13,,262000,29.21
66046,41,Female,Prime,2023-01-29,,109000,28.02
65995,22,Female,Non-Prime,2022-01-28,,159000,33.83
30003,41,Female,Prime,2024-07-05,,156000,32.39
83928,20,Male,Non-Prime,2025-01-22,,129000,31.99
60831,28,Female,Non-Prime,2026-06-27,,158000,32.63
86965,21,Male,Prime,2023-06-16,2023-08-29,162000,32.58
68253,49,Female,Prime,2026-05-25,2026-07-21,204000,31.96
63457,24,Female,Prime,2024-05-21,,233000,33.9
41719,45,Male,Prime,2025-09-19,2026-02-04,176000,31.09
89947,34,Male,Prime,2023-09-29,,244000,33.63
70995,32,Male,Non-Prime,2025-08-19,,167000,33.51
82837,42,Male,Prime,2024-10-05,,158000,29.4
76687,45,Male,Non-Prime,2023-07-19,,208000,31.18
70737,39,Male,Prime,2026-03-03,,105000,33.84
33286,30,Male,Prime,2022-10-30,,116000,33.82
34013,46,Male,Non-Prime,2026-03-02,,184000,28.17
93854,44,Male,Prime,2026-01-09,,289000,29.56
46442,38,Male,Prime,2022-03-07,,244000,30.97
73613,40,Male,Prime,,,,
33879,44,Male,Prime,2024-05-03,,269000,29.82
15562,21,Male,Prime,,,,
11385,46,Male,Non-Prime,2023-02-12,,222000,29.5
84020,40,Male,Prime,2021-10-02,,264000,30.78
79125,45,Male,Non-Prime,2022-07-07,2023-06-21,181000,33.69
86983,42,Female,Non-Prime,,,,
63732,30,Male,Prime,2025-10-09,,202000,32.07
71569,42,Male,Prime,2022-09-26,,210000,31.9
98913,18,Male,Non-Prime,2024-12-30,,208000,33.73
95060,37,Male,Non-Prime,2023-04-22,,213000,30.76
44990,44,Male,Prime,2024-01-23,,290000,29.56
93775,35,Female,Prime,2026-05-27,2026-05-28,280000,34.24
22266,49,Female,Prime,2025-03-15,2025-05-18,275000,33.83
34257,19,Male,Prime,2025-04-22,,260000,32.35
78331,50,Female,Prime,2025-01-26,,289000,28.65
36434,37,Male,Non-Prime,2023-06-24,,120000,28.11
74871,20,Male,Prime,2024-03-14,2024-11-23,153000,29.28
63322,22,Female,Non-Prime,2026-05-05,2026-07-15,199000,29.38
16916,53,Female,Non-Prime,2021-10-02,,269000,28.95
53207,39,Female,Non-Prime,2023-03-28,,201000,29.84
83039,41,Female,Non-Prime,2022-06-15,,250000,30.37
59644,54,Male,Prime,2023-04-30,2025-07-15,128000,33.28
75916,47,Female,Prime,,,,
93259,22,Female,Prime,,,,
12968,47,Male,Non-Prime,2025-10-06,,133000,34.84
14034,48,Female,Prime,2024-02-22,,170000,33.26
26667,20,Male,Prime,2024-02-02,2024-11-12,153000,29.14
44276,24,Female,Non-Prime,2023-05-18,,170000,28.87
14267,40,Male,Prime,2024-03-26,,242000,28.61
60826,33,Male,Prime,,,,
13351,38,Male,Non-Prime,2023-10-26,2026-03-26,211000,29.65
56790,57,Female,Prime,2023-03-28,,120000,28.51
28647,46,Female,Prime,2026-05-09,,261000,30.95
59659,39,Male,Non-Prime,2024-01-13,2026-05-04,174000,32.96
98224,58,Female,Prime,2021-12-30,,230000,30.13
94357,47,Male,Prime,2022-03-26,2024-03-14,245000,31.38
90123,52,Male,Prime,2023-06-02,,142000,29.35
65080,58,Female,Non-Prime,2023-05-06,,277000,31
52619,38,Male,Prime,2026-05-05,,223000,30.51
79006,19,Male,Prime,2025-01-06,2025-03-07,186000,31.04
99909,45,Male,Prime,2021-10-13,,136000,31.26
78791,55,Male,Prime,2023-09-04,2024-08-19,288000,28.65
43977,27,Male,Prime,2025-02-08,2025-09-10,251000,28.65
50361,40,Male,Prime,,,,
77180,50,Male,Non-Prime,2025-10-05,,168000,28.81
81304,40,Male,Prime,2024-09-21,,262000,29.77
29041,37,Male,Prime,,,,
26514,53,Female,Prime,2026-01-23,,253000,30.46
21335,32,Female,Prime,2024-01-01,,188000,29.49
68136,36,Male,Prime,,,,
46550,37,Male,Prime,,,,
75446,18,Male,Non-Prime,2023-07-07,,142000,30.1
78649,60,Male,Prime,,,,
50101,31,Female,Prime,2025-01-08,2025-04-21,295000,34.69
76944,20,Male,Prime,2024-05-21,,162000,31.67
26895,29,Male,Prime,2021-11-26,2025-08-12,192000,33.94
53392,32,Female,Non-Prime,2022-09-06,,235000,33.78
55624,39,Male,Prime,2025-07-31,,208000,34.59
95478,30,Female,Non-Prime,2024-07-31,,269000,30.14
13635,41,Female,Non-Prime,2024-06-20,,252000,28.3
62473,41,Female,Prime,2023-11-08,,112000,28.73
66149,37,Female,Non-Prime,2025-01-31,2025-03-24,300000,32
33378,43,Male,Prime,2025-01-02,,250000,31.71
22173,45,Male,Non-Prime,2023-01-12,2025-09-11,273000,30.09
85594,33,Male,Prime,2026-06-01,2026-06-02,230000,29.74
10008,45,Male,Prime,2023-09-25,,271000,32.97
13027,26,Male,Prime,2023-10-30,,122000,30.38
52066,59,Male,Prime,2026-01-27,,170000,32.23
54784,50,Male,Non-Prime,2022-06-10,,275000,32.99
98422,41,Female,Prime,2022-03-10,,140000,31.01
16835,42,Female,Non-Prime,,,,
94251,30,Male,Non-Prime,,,,
99145,60,Male,Prime,2023-06-01,,267000,28.65
24167,29,Female,Prime,,,,
27419,25,Female,Prime,2025-11-15,,271000,33.86
58618,32,Male,Non-Prime,2024-08-07,,237000,32
96983,28,Female,Prime,,,,
18771,51,Male,Prime,2025-11-14,,266000,30.51
47699,40,Male,Prime,2023-10-28,,184000,33.89
